taxi_id,passenger,start_time,end_time,start_latitude,start_longitude,end_latitude,end_longitude,distance
1,False,21653,33592,30.654470443725586,104.12158966064453,30.650632858276367,104.12612915039062,2.2994520595811516
1,True,33622,35209,30.650541305541992,104.12626647949219,30.670461654663086,104.10790252685547,9.832882209826927
1,False,35240,35240,30.670734405517578,104.10853576660156,30.670734405517578,104.10853576660156,0.09888377312772126
1,True,35271,35634,30.67098045349121,104.10952758789062,30.68051528930664,104.10027313232422,2.049612155219881
1,False,35665,36597,30.681699752807617,104.10112762451172,30.683475494384766,104.10074615478516,0.34654078626724866
1,True,36619,75274,30.68365478515625,104.10051727294922,30.626689910888672,104.13275909423828,14.154264490420108
1,False,75305,75305,30.62668228149414,104.13276672363281,30.62668228149414,104.13276672363281,0.008792197286072896
1,True,75312,81068,30.626604080200195,104.13275146484375,30.69319725036621,104.05751037597656,16.813314906272122
1,False,81099,81160,30.693172454833984,104.05744171142578,30.693161010742188,104.0574951171875,0.12266829225186544
1,True,81191,83345,30.69211769104004,104.0573501586914,30.69305419921875,104.05944061279297,0.9558430769679792
1,False,83376,83376,30.69306755065918,104.05947875976562,30.69306755065918,104.05947875976562,0.14225005230995755
2,False,36759,37090,30.59910774230957,103.98767852783203,30.607999801635742,103.99683380126953,1.8716088818828776
2,True,37106,37634,30.608102798461914,103.99671173095703,30.632099151611328,103.99954986572266,3.712288721525015
2,False,37658,37904,30.63214683532715,103.99968719482422,30.633373260498047,104.00143432617188,0.3592759077128618
2,True,37921,39217,30.63253402709961,104.00202941894531,30.569751739501953,104.06597137451172,11.636892750362804
2,False,39233,39302,30.56910514831543,104.06594848632812,30.569053649902344,104.06599426269531,0.10442462926166128
2,True,39319,39811,30.56821060180664,104.06619262695312,30.59879493713379,104.06373596191406,4.035077044594817
2,False,39832,39891,30.599123001098633,104.06373596191406,30.59949493408203,104.06369018554688,0.07979536280481431
2,True,39911,40361,30.599830627441406,104.06367492675781,30.612035751342773,104.07186126708984,2.599504390555504
2,False,40385,41381,30.612144470214844,104.07197570800781,30.619110107421875,104.04310607910156,5.304122676079961
2,True,41405,42092,30.619409561157227,104.04293823242188,30.67096519470215,104.01827239990234,7.194975900071908
2,False,42115,42583,30.6710147857666,104.01803588867188,30.66592788696289,104.02513122558594,2.854104205331439
2,True,42601,43172,30.665664672851562,104.02567291259766,30.667436599731445,104.0561752319336,4.107319812695339
2,False,43189,43418,30.6676025390625,104.05613708496094,30.660982131958008,104.05487060546875,1.3006648119109154
2,True,43441,44010,30.660913467407227,104.05386352539062,30.68643569946289,104.03352355957031,5.16836587426966
2,False,44027,44088,30.68647575378418,104.03343200683594,30.686222076416016,104.03364562988281,0.08659555263537518
2,True,44107,44879,30.68596076965332,104.0340347290039,30.644445419311523,104.07489013671875,7.842279962374239
2,False,44899,44937,30.64447021484375,104.07469177246094,30.644384384155273,104.07413482666016,0.1507352703310071
2,True,44963,45479,30.643678665161133,104.0737075805664,30.677000045776367,104.09491729736328,4.5885469387072
2,False,45495,45769,30.677019119262695,104.09484100341797,30.674720764160156,104.09320068359375,0.40209074132870454
2,True,45786,46340,30.673995971679688,104.09268188476562,30.655094146728516,104.08023834228516,2.4784592433095693
2,False,46363,46809,30.654752731323242,104.07991027832031,30.65483856201172,104.08006286621094,0.4564746606845073
2,True,46829,47299,30.655010223388672,104.08012390136719,30.652835845947266,104.06873321533203,2.542127713826673
2,False,47315,47390,30.652847290039062,104.06863403320312,30.653682708740234,104.06617736816406,0.4111474419461875
2,True,47413,47589,30.654644012451172,104.06609344482422,30.65849494934082,104.0771713256836,1.4288743953246026
2,False,47606,47836,30.65845489501953,104.07731628417969,30.655000686645508,104.08024597167969,0.8371624108457674
2,True,47858,49109,30.655967712402344,104.0809097290039,30.693634033203125,104.07339477539062,5.585768989737398
2,False,49227,49378,30.695741653442383,104.07302856445312,30.695785522460938,104.0727767944336,0.09559229874699143
2,True,49394,50189,30.695579528808594,104.07275390625,30.701404571533203,104.0957260131836,3.548625106597277
2,False,50211,50220,30.70160484313965,104.09566497802734,30.70160675048828,104.09567260742188,0.03016987907944859
2,True,50245,51136,30.701343536376953,104.09563446044922,30.6546630859375,104.12854766845703,9.303465411020412
2,False,51151,51261,30.654653549194336,104.12852478027344,30.65703582763672,104.1282730102539,0.5008333607460812
2,True,51279,51768,30.65802764892578,104.1276626586914,30.65077781677246,104.11506652832031,1.6758987632723954
2,False,51784,51802,30.650707244873047,104.1152114868164,30.650733947753906,104.11567687988281,0.16776182211697774
2,True,51819,52271,30.650781631469727,104.11695861816406,30.629844665527344,104.1414566040039,4.5764169429268255
2,False,52291,54198,30.629764556884766,104.14181518554688,30.621997833251953,104.12310028076172,4.964857709186011
2,True,54219,54578,30.621692657470703,104.12165069580078,30.608938217163086,104.1155776977539,2.4470988818942345
2,False,54597,54615,30.608810424804688,104.11556243896484,30.608810424804688,104.11556243896484,0.008574793209809119
2,True,54637,55358,30.608783721923828,104.11564636230469,30.640182495117188,104.09691619873047,4.539136387473147
2,False,55377,55516,30.64034080505371,104.09671783447266,30.64214515686035,104.09295654296875,0.558655925071602
2,True,55533,58665,30.641416549682617,104.09188079833984,30.775001525878906,104.141845703125,36.656759574881534
2,False,58688,60510,30.771976470947266,104.14010620117188,30.712390899658203,104.10249328613281,11.163480820870655
2,True,60532,61363,30.711721420288086,104.10216522216797,30.644466400146484,104.0749740600586,8.670646619885309
2,False,61384,62054,30.644521713256836,104.07477569580078,30.653730392456055,104.07588958740234,1.9839046805255929
2,True,62070,63232,30.654123306274414,104.0748519897461,30.6317081451416,104.05433654785156,5.116153869121524
2,False,63251,63270,30.631254196166992,104.05416107177734,30.631216049194336,104.05415344238281,0.08918125547759752
2,True,63291,63841,30.630477905273438,104.05392456054688,30.64276123046875,104.07319641113281,3.7509931552768063
2,False,63858,63888,30.64275550842285,104.0733413696289,30.642820358276367,104.07344818115234,0.11705894757901024
2,True,63903,65854,30.642793655395508,104.07453155517578,30.735424041748047,104.04444885253906,12.81975297813446
2,False,65877,66146,30.735254287719727,104.04430389404297,30.72185516357422,104.04161834716797,1.9625077421905448
2,True,66165,67226,30.72088623046875,104.04048919677734,30.64518928527832,104.0127944946289,15.781218846127382
2,False,67242,67321,30.645185470581055,104.01270294189453,30.645206451416016,104.01081085205078,0.24825956533384078
2,True,67337,68272,30.645187377929688,104.0101318359375,30.68898582458496,104.02108001708984,5.368513192507822
2,False,68297,68667,30.68946075439453,104.02165985107422,30.683488845825195,104.02825164794922,1.431938585235035
2,True,68688,69298,30.682735443115234,104.02951049804688,30.693763732910156,104.05884552001953,4.255935199473593
2,False,69319,69618,30.693220138549805,104.05857849121094,30.6910457611084,104.04828643798828,1.6439085111453928
2,True,69634,69987,30.691097259521484,104.04862213134766,30.713918685913086,104.04459381103516,3.4648849071319288
2,False,70002,70131,30.71392059326172,104.0445785522461,30.710538864135742,104.04273986816406,0.6722934763151244
2,True,70150,71520,30.70952033996582,104.04291534423828,30.633806228637695,104.02806091308594,10.739973726765232
2,False,71544,72184,30.633377075195312,104.02731323242188,30.644596099853516,104.0500717163086,2.711731087839239
2,True,72199,72339,30.645034790039062,104.05104064941406,30.648073196411133,104.05659484863281,0.6593134777653955
2,False,72358,72637,30.648225784301758,104.05671691894531,30.647705078125,104.05642700195312,1.3564225372861052
2,True,72652,72801,30.64710807800293,104.05736541748047,30.648202896118164,104.06122589111328,0.4972703990248339
2,False,72819,73519,30.648303985595703,104.06134796142578,30.653911590576172,104.07898712158203,2.5365848079570834
2,True,73537,73877,30.653776168823242,104.07889556884766,30.64158058166504,104.07781219482422,1.6692271139403574
2,False,73900,74700,30.64142608642578,104.07837677001953,30.645109176635742,104.07498168945312,1.2204385773234325
2,True,74715,75705,30.64414405822754,104.07521057128906,30.5698184967041,104.06596374511719,9.31443530478082
2,False,75722,75742,30.569765090942383,104.0659408569336,30.569717407226562,104.06594848632812,0.10895075586266738
2,True,75758,76777,30.568801879882812,104.06596374511719,30.62130355834961,103.9907455444336,13.356295125813759
2,False,76795,77124,30.62109375,103.99085235595703,30.61121940612793,103.99348449707031,2.101269022027712
2,True,77144,78293,30.61189079284668,103.99252319335938,30.551509857177734,104.0662841796875,14.806834781973038
2,False,78311,78441,30.55143928527832,104.06625366210938,30.551301956176758,104.0668716430664,0.7181238168894115
2,True,78458,79488,30.55133628845215,104.0679931640625,30.624343872070312,104.09648895263672,10.831780675249378
2,False,79507,79616,30.624496459960938,104.09639739990234,30.62342071533203,104.09683990478516,0.613838121409752
2,True,79640,81571,30.622774124145508,104.0965576171875,30.654687881469727,104.04108428955078,13.596766738032779
2,False,81592,81691,30.655107498168945,104.04120635986328,30.647138595581055,104.04109191894531,0.990282692367254
2,True,81706,82976,30.646398544311523,104.04112243652344,30.66620635986328,104.10013580322266,9.204730009056
2,False,82995,83154,30.666011810302734,104.10057067871094,30.657941818237305,104.10076141357422,1.0519468998542332
2,True,83170,84220,30.657236099243164,104.10041046142578,30.65406036376953,104.0347671508789,9.432762494999121
3,True,21644,21644,30.63928985595703,104.08898162841797,30.63928985595703,104.08898162841797,0.16324377314643831
3,False,21704,21704,30.638456344604492,104.08757781982422,30.638456344604492,104.08757781982422,0.1748925975245783
3,True,21766,22006,30.639545440673828,104.08889770507812,30.633726119995117,104.06686401367188,2.683529286035891
3,False,22066,22310,30.637374877929688,104.0679702758789,30.63779640197754,104.08688354492188,2.412962646271945
3,True,22370,22789,30.64013671875,104.08906555175781,30.647369384765625,104.0939712524414,3.2126099851604506
3,False,22850,22911,30.645397186279297,104.09391021728516,30.642658233642578,104.09940338134766,1.0041617523132058
3,True,22971,23215,30.641050338745117,104.10309600830078,30.650657653808594,104.11788177490234,2.504863957563823
3,False,23276,29356,30.650720596313477,104.12113189697266,30.60610008239746,104.13143157958984,8.511800033180393
3,True,29432,30091,30.60720443725586,104.13261413574219,30.636503219604492,104.12772369384766,5.338712595663644
3,False,30152,31673,30.636474609375,104.1257095336914,30.62147331237793,104.12477111816406,8.7978144324282
3,True,31732,32034,30.61975860595703,104.12711334228516,30.632938385009766,104.14009094238281,2.5939816253370718
3,False,32104,32526,30.62978744506836,104.14215087890625,30.60866355895996,104.13671112060547,3.1972008940334806
3,True,32586,33073,30.60577964782715,104.13600158691406,30.583192825317383,104.15377807617188,4.325221531441163
3,False,33138,33860,30.58220863342285,104.15528106689453,30.597206115722656,104.14791870117188,2.49948840939924
3,True,33921,35863,30.596858978271484,104.14769744873047,30.63955307006836,104.05538177490234,12.302926589245574
3,False,35938,36117,30.63735008239746,104.05388641357422,30.63736343383789,104.05425262451172,0.860816920565751
3,True,36178,37573,30.63527488708496,104.05614471435547,30.580488204956055,103.96070098876953,14.60840888732237
3,False,37634,41462,30.57967758178711,103.95938873291016,30.570341110229492,103.95735931396484,2.967990691749045
3,True,41523,42375,30.567537307739258,103.95587921142578,30.595674514770508,104.06952667236328,12.371840372204797
3,False,42444,42503,30.592899322509766,104.06978607177734,30.59284210205078,104.07087707519531,0.20708799006924486
3,True,42568,43907,30.591920852661133,104.07093048095703,30.529970169067383,104.07000732421875,13.655223960114135
3,False,43972,44577,30.537012100219727,104.06979370117188,30.558292388916016,104.0742416381836,3.289984929454169
3,True,44638,45915,30.558263778686523,104.07445526123047,30.572513580322266,103.95744323730469,14.947186067684685
3,False,45976,48101,30.571584701538086,103.95709228515625,30.57715606689453,103.95852661132812,3.3532796072012108
3,True,48162,49683,30.576526641845703,103.9603500366211,30.690357208251953,104.01499938964844,23.517623476331572
3,False,49745,49745,30.69091033935547,104.0153579711914,30.69091033935547,104.0153579711914,0.10749471020490835
3,True,49802,52900,30.690937042236328,104.0164794921875,30.608505249023438,103.99639129638672,20.542557408935224
3,False,52961,53021,30.609783172607422,103.99508666992188,30.61045265197754,103.99439239501953,0.4748590124672913
3,True,53082,53686,30.612680435180664,103.99144744873047,30.59804916381836,103.95823669433594,3.6628217665011786
3,False,53747,54416,30.597930908203125,103.95838928222656,30.599119186401367,103.9834976196289,4.013654679983467
3,True,54477,56257,30.59906578063965,103.98780059814453,30.64569091796875,104.05786895751953,11.337421644222303
3,False,56321,56321,30.645774841308594,104.05699920654297,30.645774841308594,104.05699920654297,0.20188135088503073
